Classe di età,Tipo attività,Periodo temporale di riferimento,Value
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:30 - 09:40,20.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:40 - 09:50,18.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 09:50 - 10:00,17.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:00 - 10:10,13.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:10 - 10:20,13.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:20 - 10:30,11.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:30 - 10:40,10.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:40 - 10:50,9.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 10:50 - 11:00,8.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:00 - 11:10,8.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:10 - 11:20,7.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:20 - 11:30,6.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:30 - 11:40,6.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:40 - 11:50,6.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 11:50 - 12:00,6.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:00 - 12:10,14.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:10 - 12:20,17.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:20 - 12:30,19.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:30 - 12:40,23.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:40 - 12:50,24.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 12:50 - 13:00,29.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:00 - 13:10,38.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:10 - 13:20,41.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:20 - 13:30,44.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:30 - 13:40,44.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:40 - 13:50,42.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 13:50 - 14:00,39.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:00 - 14:10,25.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:10 - 14:20,24.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:20 - 14:30,21.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:30 - 14:40,17.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:40 - 14:50,16.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 14:50 - 15:00,14.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:00 - 15:10,10.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:10 - 15:20,10.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:20 - 15:30,9.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:30 - 15:40,9.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:40 - 15:50,9.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 15:50 - 16:00,8.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:00 - 16:10,9.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:10 - 16:20,9.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:20 - 16:30,8.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:30 - 16:40,7.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:40 - 16:50,7.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 16:50 - 17:00,7.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:00 - 17:10,8.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:10 - 17:20,8.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:20 - 17:30,7.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:30 - 17:40,7.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:40 - 17:50,6.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 17:50 - 18:00,6.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:00 - 18:10,7.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:10 - 18:20,7.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:20 - 18:30,8.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:30 - 18:40,9.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:40 - 18:50,9.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 18:50 - 19:00,11.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:00 - 19:10,17.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:10 - 19:20,20.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:20 - 19:30,23.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:30 - 19:40,27.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:40 - 19:50,30.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 19:50 - 20:00,35.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:00 - 20:10,41.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:10 - 20:20,43.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:20 - 20:30,45.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:30 - 20:40,43.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:40 - 20:50,42.1
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 20:50 - 21:00,39.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:00 - 21:10,28.6
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:10 - 21:20,27.3
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:20 - 21:30,25.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:30 - 21:40,23.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:40 - 21:50,22.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 21:50 - 22:00,24.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:00 - 22:10,31.5
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:10 - 22:20,31.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:20 - 22:30,33.4
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:30 - 22:40,37.2
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:40 - 22:50,39.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 22:50 - 23:00,44.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:00 - 23:10,59.0
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:10 - 23:20,60.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:20 - 23:30,63.8
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:30 - 23:40,68.9
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:40 - 23:50,71.7
25-44 anni,"dormire, mangiare e altra cura della persona",giorno medio settimanale 23:50 - 00:00,75.6
25-44 anni,istruzione e formazione,giorno medio settimanale 00:00 - 00:10,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 00:10 - 00:20,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 00:20 - 00:30,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 00:30 - 00:40,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 00:40 - 00:50,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 00:50 - 01:00,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 01:00 - 01:10,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 01:10 - 01:20,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 01:20 - 00:30,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 01:30 - 01:40,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 01:40 - 01:50,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 01:50 - 02:00,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 02:00 - 02:10,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 02:10 - 02:20,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 02:20 - 02:30,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 02:30 - 02:40,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 02:40 - 02:50,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 02:50 - 03:00,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 03:00 - 03:10,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 03:10 - 03:20,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 03:20 - 03:30,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 05:40 - 05:50,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 05:50 - 06:00,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 06:00 - 06:10,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 06:10 - 06:20,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 06:20 - 06:30,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 06:30 - 06:40,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 06:40 - 06:50,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 06:50 - 07:00,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 07:00 - 07:10,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 07:10 - 07:20,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 07:20 - 07:30,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 07:30 - 07:40,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 07:40 - 07:50,0.0
25-44 anni,istruzione e formazione,giorno medio settimanale 07:50 - 08:00,0.1
25-44 anni,istruzione e formazione,giorno medio settimanale 08:00 - 08:10,0.2
25-44 anni,istruzione e formazione,giorno medio settimanale 08:10 - 08:20,0.3
25-44 anni,istruzione e formazione,giorno medio settimanale 08:20 - 08:30,0.5
25-44 anni,istruzione e formazione,giorno medio settimanale 08:30 - 08:40,0.7
25-44 anni,istruzione e formazione,giorno medio settimanale 08:40 - 08:50,0.7
25-44 anni,istruzione e formazione,giorno medio settimanale 08:50 - 09:00,0.8
25-44 anni,istruzione e formazione,giorno medio settimanale 09:00 - 09:10,1.5
25-44 anni,istruzione e formazione,giorno medio settimanale 09:10 - 09:20,1.7
25-44 anni,istruzione e formazione,giorno medio settimanale 09:20 - 09:30,1.9
25-44 anni,istruzione e formazione,giorno medio settimanale 09:30 - 09:40,2.1
25-44 anni,istruzione e formazione,giorno medio settimanale 09:40 - 09:50,2.3
25-44 anni,istruzione e formazione,giorno medio settimanale 09:50 - 10:00,2.3
25-44 anni,istruzione e formazione,giorno medio settimanale 10:00 - 10:10,2.5
25-44 anni,istruzione e formazione,giorno medio settimanale 10:10 - 10:20,2.6
25-44 anni,istruzione e formazione,giorno medio settimanale 10:20 - 10:30,2.6
25-44 anni,istruzione e formazione,giorno medio settimanale 10:30 - 10:40,2.7
25-44 anni,istruzione e formazione,giorno medio settimanale 10:40 - 10:50,2.8
25-44 anni,istruzione e formazione,giorno medio settimanale 10:50 - 11:00,2.8
25-44 anni,istruzione e formazione,giorno medio settimanale 11:00 - 11:10,2.6
25-44 anni,istruzione e formazione,giorno medio settimanale 11:10 - 11:20,2.7
25-44 anni,istruzione e formazione,giorno medio settimanale 11:20 - 11:30,2.8
25-44 anni,istruzione e formazione,giorno medio settimanale 11:30 - 11:40,2.8
25-44 anni,istruzione e formazione,giorno medio settimanale 11:40 - 11:50,2.9
25-44 anni,istruzione e formazione,giorno medio settimanale 11:50 - 12:00,3.0
25-44 anni,istruzione e formazione,giorno medio settimanale 12:00 - 12:10,2.6
25-44 anni,istruzione e formazione,giorno medio settimanale 12:10 - 12:20,2.5
25-44 anni,istruzione e formazione,giorno medio settimanale 12:20 - 12:30,2.5
25-44 anni,istruzione e formazione,giorno medio settimanale 12:30 - 12:40,2.2
25-44 anni,istruzione e formazione,giorno medio settimanale 12:40 - 12:50,2.3
25-44 anni,istruzione e formazione,giorno medio settimanale 12:50 - 13:00,2.2
25-44 anni,istruzione e formazione,giorno medio settimanale 13:00 - 13:10,1.0
25-44 anni,istruzione e formazione,giorno medio settimanale 13:10 - 13:20,0.9
25-44 anni,istruzione e formazione,giorno medio settimanale 13:20 - 13:30,0.9
25-44 anni,istruzione e formazione,giorno medio settimanale 13:30 - 13:40,0.8
25-44 anni,istruzione e formazione,giorno medio settimanale 13:40 - 13:50,0.8
25-44 anni,istruzione e formazione,giorno medio settimanale 13:50 - 14:00,0.7
25-44 anni,istruzione e formazione,giorno medio settimanale 14:00 - 14:10,1.2
25-44 anni,istruzione e formazione,giorno medio settimanale 14:10 - 14:20,1.4
25-44 anni,istruzione e formazione,giorno medio settimanale 14:20 - 14:30,1.4
25-44 anni,istruzione e formazione,giorno medio settimanale 14:30 - 14:40,1.6
25-44 anni,istruzione e formazione,giorno medio settimanale 14:40 - 14:50,1.7
25-44 anni,istruzione e formazione,giorno medio settimanale 14:50 - 15:00,1.8
25-44 anni,istruzione e formazione,giorno medio settimanale 15:00 - 15:10,2.2
25-44 anni,istruzione e formazione,giorno medio settimanale 15:10 - 15:20,2.4
25-44 anni,istruzione e formazione,giorno medio settimanale 15:20 - 15:30,2.4
25-44 anni,istruzione e formazione,giorno medio settimanale 15:30 - 15:40,2.5
25-44 anni,istruzione e formazione,giorno medio settimanale 15:40 - 15:50,2.4
25-44 anni,istruzione e formazione,giorno medio settimanale 15:50 - 16:00,2.4
25-44 anni,istruzione e formazione,giorno medio settimanale 16:00 - 16:10,2.4
25-44 anni,istruzione e formazione,giorno medio settimanale 16:10 - 16:20,2.5
25-44 anni,istruzione e formazione,giorno medio settimanale 16:20 - 16:30,2.6
25-44 anni,istruzione e formazione,giorno medio settimanale 16:30 - 16:40,2.6
25-44 anni,istruzione e formazione,giorno medio settimanale 16:40 - 16:50,2.7
25-44 anni,istruzione e formazione,giorno medio settimanale 16:50 - 17:00,2.7
25-44 anni,istruzione e formazione,giorno medio settimanale 17:00 - 17:10,2.3
25-44 anni,istruzione e formazione,giorno medio settimanale 17:10 - 17:20,2.3
25-44 anni,istruzione e formazione,giorno medio settimanale 17:20 - 17:30,2.3
25-44 anni,istruzione e formazione,giorno medio settimanale 17:30 - 17:40,2.4
25-44 anni,istruzione e formazione,giorno medio settimanale 17:40 - 17:50,2.4
25-44 anni,istruzione e formazione,giorno medio settimanale 17:50 - 18:00,2.4
25-44 anni,istruzione e formazione,giorno medio settimanale 18:00 - 18:10,1.9
25-44 anni,istruzione e formazione,giorno medio settimanale 18:10 - 18:20,1.9
25-44 anni,istruzione e formazione,giorno medio settimanale 18:20 - 18:30,1.9
25-44 anni,istruzione e formazione,giorno medio settimanale 18:30 - 18:40,1.7
25-44 anni,istruzione e formazione,giorno medio settimanale 18:40 - 18:50,1.7
25-44 anni,istruzione e formazione,giorno medio settimanale 18:50 - 19:00,1.6
25-44 anni,istruzione e formazione,giorno medio settimanale 19:00 - 19:10,1.0
25-44 anni,istruzione e formazione,giorno medio settimanale 19:10 - 19:20,1.0
25-44 anni,istruzione e formazione,giorno medio settimanale 19:20 - 19:30,1.0
25-44 anni,istruzione e formazione,giorno medio settimanale 19:30 - 19:40,0.9
25-44 anni,istruzione e formazione,giorno medio settimanale 19:40 - 19:50,1.0
25-44 anni,istruzione e formazione,giorno medio settimanale 19:50 - 20:00,0.9
25-44 anni,istruzione e formazione,giorno medio settimanale 20:00 - 20:10,0.6
25-44 anni,istruzione e formazione,giorno medio settimanale 20:10 - 20:20,0.5
25-44 anni,istruzione e formazione,giorno medio settimanale 20:20 - 20:30,0.5
25-44 anni,istruzione e formazione,giorno medio settimanale 20:30 - 20:40,0.4
25-44 anni,istruzione e formazione,giorno medio settimanale 20:40 - 20:50,0.4
25-44 anni,istruzione e formazione,giorno medio settimanale 20:50 - 21:00,0.4
25-44 anni,istruzione e formazione,giorno medio settimanale 21:00 - 21:10,0.4
25-44 anni,istruzione e formazione,giorno medio settimanale 21:10 - 21:20,0.4
25-44 anni,istruzione e formazione,giorno medio settimanale 21:20 - 21:30,0.4
25-44 anni,istruzione e formazione,giorno medio settimanale 21:30 - 21:40,0.4
25-44 anni,istruzione e formazione,giorno medio settimanale 21:40 - 21:50,0.4
